source_entry_id,source_observable,source_family,source_reference,current_canonical_observable_id,proposed_canonical_observable_id,same_measurement_as_other_sources,merged_with_source_ids,merge_reason,kept_distinct_reason,evidence_family,review_status
HTP_24_HOUSE_SHADED_BLACKENED_WALL,House wall: shaded/blackened area,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",house_wall_darkness,house_wall_darkness,no,,,"Shares evidence family 'colour_mood_flags' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('House wall: shaded/blackened area') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",colour_mood_flags,KEPT_DISTINCT
HTP_25_HOUSE_CHIMNEY_PRESENT,Chimney present,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",chimney_present,chimney_present,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Chimney present') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_26_HOUSE_CLOSED_DOOR,Closed door,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",closed_door,closed_door,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Closed door') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_27_HOUSE_CLOSED_WINDOW,Closed window,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",closed_window,closed_window,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Closed window') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_28_TREE_ROOTS,Roots,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",roots,roots,yes,TREE2026_07_THOUGHT_DISORDER_SUBGROUP,"Same measurable concept ('Roots') as TREE2026_07_THOUGHT_DISORDER_SUBGROUP -- merged under evidence family 'object_symbolism' because both describe the identical observable, not merely a similar interpretation.",,object_symbolism,MERGED
HTP_29_TREE_TRUNCATED_TREE,Truncated tree,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",truncated_tree,truncated_tree,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Truncated tree') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_30_TREE_FLATTENED_CROWN,Tree: flattened crown shape,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",tree_crown_flattened,tree_crown_flattened,yes,TREE2026_03_ODDLY_SHAPED,"Same measurable concept ('Tree: flattened crown shape') as TREE2026_03_ODDLY_SHAPED -- merged under evidence family 'object_symbolism' because both describe the identical observable, not merely a similar interpretation.",,object_symbolism,MERGED
HTP_31_TREE_BIZARRE_TREE,Bizarre tree,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",bizarre_tree,bizarre_tree,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Bizarre tree') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_32_TREE_DEAD_TREE,Dead tree,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",dead_tree,dead_tree,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Dead tree') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_33_TREE_VERY_SMALL_TREE,Tree: relatively small size,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",tree_relative_size_small,tree_relative_size_small,yes,TREE2026_04_NO_VITALITY,"Same measurable concept ('Tree: relatively small size') as TREE2026_04_NO_VITALITY -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
HTP_34_TREE_SHARP_BRANCH,Sharp branch,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",sharp_branch,sharp_branch,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Sharp branch') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
HTP_35_TREE_TREE_SCARS,Tree scars,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",tree_scars,tree_scars,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Tree scars') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_36_TREE_SHADED_BLACKENED_TREE,Tree: shaded/blackened area,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",tree_darkness,tree_darkness,yes,TREE2026_01_BLACKENED_OUT,"Same measurable concept ('Tree: shaded/blackened area') as TREE2026_01_BLACKENED_OUT -- merged under evidence family 'colour_mood_flags' because both describe the identical observable, not merely a similar interpretation.",,colour_mood_flags,MERGED
HTP_37_PERSON_INCOMPLETE_PERSON,Person: incomplete (part unspecified),htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",incomplete_person_generic,incomplete_person_generic,yes,FAMILY_MARKER_18_INCOMPLETE_FIGURES,"Same measurable concept ('Person: incomplete (part unspecified)') as FAMILY_MARKER_18_INCOMPLETE_FIGURES -- merged under evidence family 'missing_body_part' because both describe the identical observable, not merely a similar interpretation.",,missing_body_part,MERGED
HTP_38_PERSON_SHADED_BLACKENED_PERSON,Person: shaded/blackened area,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",person_darkness,person_darkness,no,,,"Shares evidence family 'colour_mood_flags' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Person: shaded/blackened area') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",colour_mood_flags,KEPT_DISTINCT
HTP_39_PERSON_FIST,Fist,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",fist,fist,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Fist') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
HTP_40_PERSON_NEGATIVE_EXPRESSION,Facial expression: negative,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",facial_expression_negative,facial_expression_negative,yes,FAMILY_MARKER_21_NEUTRAL_NEGATIVE_FACIAL_AFFECT,"Same measurable concept ('Facial expression: negative') as FAMILY_MARKER_21_NEUTRAL_NEGATIVE_FACIAL_AFFECT -- merged under evidence family 'facial_feature_style' because both describe the identical observable, not merely a similar interpretation.",,facial_feature_style,MERGED
HTP_41_PERSON_BIZARRE_PERSON,Bizarre person,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",bizarre_person,bizarre_person,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Bizarre person') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
HTP_42_PERSON_VERY_SMALL_PERSON,Person: relatively small size,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",person_relative_size_small,person_relative_size_small,yes,FAMILY_MARKER_10_UNUSUALLY_SMALL_FIGURES; KOPPITZ_07_TINY_FIGURE,"Same measurable concept ('Person: relatively small size') as FAMILY_MARKER_10_UNUSUALLY_SMALL_FIGURES, KOPPITZ_07_TINY_FIGURE -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
HTP_43_PERSON_LOSS_OF_FACIAL_FEATURES,Loss of facial features,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",loss_of_facial_features,loss_of_facial_features,no,,,"Shares evidence family 'facial_feature_style' with entries from existing_doar_rule, family_drawing_2022_marker, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Loss of facial features') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",facial_feature_style,KEPT_DISTINCT
HTP_44_PERSON_POKER_FACE,Facial expression: neutral/flat,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",facial_expression_neutral,facial_expression_neutral,no,,,"Shares evidence family 'facial_feature_style' with entries from existing_doar_rule, family_drawing_2022_marker, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Facial expression: neutral/flat') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",facial_feature_style,KEPT_DISTINCT
HTP_45_PERSON_INAPPROPRIATE_BODY_PROPORTIONS,Body: atypical proportions (part unspecified),htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",body_proportion_anomaly_generic,body_proportion_anomaly_generic,yes,OBJFEAT_44_BODY_PART_PROPORTION_ANOMALIES,"Same measurable concept ('Body: atypical proportions (part unspecified)') as OBJFEAT_44_BODY_PART_PROPORTION_ANOMALIES -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
HTP_46_PERSON_SINGLE-LINE_LIMBS,Single-line limbs,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",single_line_limbs,single_line_limbs,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Single-line limbs') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
HTP_47_PERSON_COMPLETE_PARTIAL_LOSS_OF_LIMBS,Limb(s): partial/complete absence (arm or leg unspecified),htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",missing_limb_generic,missing_limb_generic,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Limb(s): partial/complete absence (arm or leg unspecified)') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
HTP_48_PERSON_SIMPLE_PERSON,Simple person,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",simple_person,simple_person,no,,,"Shares evidence family 'detail_fixation' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Simple person') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",detail_fixation,KEPT_DISTINCT
HTP_49_PERSON_FINGERS,Fingers,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",fingers,fingers,no,,,"Shares evidence family 'detail_fixation' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Fingers') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",detail_fixation,KEPT_DISTINCT
HTP_50_PERSON_NOT-FRONTAL_PORTRAIT,Not-frontal portrait,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",not_frontal_portrait,not_frontal_portrait,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Not-frontal portrait') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
TREE2026_01_BLACKENED_OUT,Tree: shaded/blackened area,tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,tree_darkness,tree_darkness,yes,HTP_36_TREE_SHADED_BLACKENED_TREE,"Same measurable concept ('Tree: shaded/blackened area') as HTP_36_TREE_SHADED_BLACKENED_TREE -- merged under evidence family 'object_symbolism' because both describe the identical observable, not merely a similar interpretation.",,object_symbolism,MERGED
TREE2026_02_SCRIBBLED_LINES,Weak lines (example OR≈2.82),tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,weak_lines_example_or_2_82,weak_lines_example_or_2_82,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, htp_2023_meta_analysis, but names a distinct, object/context-specific measurable concept ('Weak lines (example OR≈2.82)') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
TREE2026_03_ODDLY_SHAPED,Tree: flattened crown shape,tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,tree_crown_flattened,tree_crown_flattened,yes,HTP_30_TREE_FLATTENED_CROWN,"Same measurable concept ('Tree: flattened crown shape') as HTP_30_TREE_FLATTENED_CROWN -- merged under evidence family 'object_symbolism' because both describe the identical observable, not merely a similar interpretation.",,object_symbolism,MERGED
TREE2026_04_NO_VITALITY,Tree: relatively small size,tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,tree_relative_size_small,tree_relative_size_small,yes,HTP_33_TREE_VERY_SMALL_TREE,"Same measurable concept ('Tree: relatively small size') as HTP_33_TREE_VERY_SMALL_TREE -- merged under evidence family 'object_symbolism' because both describe the identical observable, not merely a similar interpretation.",,object_symbolism,MERGED
TREE2026_05_OVERLY_SIMPLE,Simplified drawing (example OR≈7.07),tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,simplified_drawing_example_or_7_07,simplified_drawing_example_or_7_07,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, htp_2023_meta_analysis, but names a distinct, object/context-specific measurable concept ('Simplified drawing (example OR≈7.07)') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
TREE2026_06_AFFECTIVE_SUBGROUP,Blackened tree / no motion / excessive separation,tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,blackened_tree_no_motion_excessive_separation,blackened_tree_no_motion_excessive_separation,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, htp_2023_meta_analysis, but names a distinct, object/context-specific measurable concept ('Blackened tree / no motion / excessive separation') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
TREE2026_07_THOUGHT_DISORDER_SUBGROUP,Roots,tree_imagery_2026_update,Guo et al. (2026) Depression and Anxiety 2026:9571222,roots,roots,yes,HTP_28_TREE_ROOTS,"Same measurable concept ('Roots') as HTP_28_TREE_ROOTS -- merged under evidence family 'object_symbolism' because both describe the identical observable, not merely a similar interpretation.",,object_symbolism,MERGED
FAMILY_MARKER_01_LACK_OF_COLOR,Low colour diversity/use,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",colour_diversity_low,colour_diversity_low,yes,OBJFEAT_23_COLOUR_DIVERSITY,"Same measurable concept ('Low colour diversity/use') as OBJFEAT_23_COLOUR_DIVERSITY -- merged under evidence family 'colour_mood_flags' because both describe the identical observable, not merely a similar interpretation.",,colour_mood_flags,MERGED
FAMILY_MARKER_02_CHILD_FAR_APART_FROM_MOTHER,Child far apart from mother,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",child_far_apart_from_mother,child_far_apart_from_mother,no,,,"Shares evidence family 'isolation_theme' with entries from existing_doar_rule, family_drawing_2022_global_scale, but names a distinct, object/context-specific measurable concept ('Child far apart from mother') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",isolation_theme,KEPT_DISTINCT
FAMILY_MARKER_03_OMISSION_OF_MOTHER_OR_CHILD,Family member: omitted from scene,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",family_member_omitted,family_member_omitted,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Family member: omitted from scene') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
FAMILY_MARKER_04_LACK_OF_INDIVIDUATION_OF_FAMILY_MEMBERS,Lack of individuation of family members,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",lack_of_individuation_of_family_members,lack_of_individuation_of_family_members,no,,,"Shares evidence family 'facial_feature_style' with entries from existing_doar_rule, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Lack of individuation of family members') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",facial_feature_style,KEPT_DISTINCT
FAMILY_MARKER_05_ARMS_DOWNWARD_CLOSE_TO_BODY,Arms downward/close to body,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",arms_downward_close_to_body,arms_downward_close_to_body,no,,,"Shares evidence family 'SYMMETRY_REGULARITY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Arms downward/close to body') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SYMMETRY_REGULARITY_FORMAL,KEPT_DISTINCT
FAMILY_MARKER_06_EXAGGERATION_OF_HEADS,Head: relatively large size,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",head_relative_size_large,head_relative_size_large,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Head: relatively large size') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
FAMILY_MARKER_07_DISGUISED_FAMILY_MEMBERS,Disguised family members,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Avoidant-marker system)",disguised_family_members,disguised_family_members,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Disguised family members') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
FAMILY_MARKER_08_FIGURES_SEPARATED_BY_BARRIERS,Figures separated by barriers,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",figures_separated_by_barriers,figures_separated_by_barriers,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Figures separated by barriers') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
FAMILY_MARKER_09_FIGURES_CROWDED_OR_OVERLAPPING,Figures crowded or overlapping,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",figures_crowded_or_overlapping,figures_crowded_or_overlapping,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Figures crowded or overlapping') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
FAMILY_MARKER_10_UNUSUALLY_SMALL_FIGURES,Person: relatively small size,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",person_relative_size_small,person_relative_size_small,yes,HTP_42_PERSON_VERY_SMALL_PERSON; KOPPITZ_07_TINY_FIGURE,"Same measurable concept ('Person: relatively small size') as HTP_42_PERSON_VERY_SMALL_PERSON, KOPPITZ_07_TINY_FIGURE -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
FAMILY_MARKER_11_UNUSUALLY_LARGE_FIGURES,Person: relatively large size,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",person_relative_size_large,person_relative_size_large,yes,KOPPITZ_08_BIG_FIGURE,"Same measurable concept ('Person: relatively large size') as KOPPITZ_08_BIG_FIGURE -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
FAMILY_MARKER_12_EXAGGERATION_OF_BODY_PART,Exaggeration of body part,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",exaggeration_of_body_part,exaggeration_of_body_part,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Exaggeration of body part') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
FAMILY_MARKER_13_EXAGGERATION_OF_HANDS_ARMS,Exaggeration of hands/arms,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",exaggeration_of_hands_arms,exaggeration_of_hands_arms,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Exaggeration of hands/arms') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
FAMILY_MARKER_14_EXAGGERATION_OF_FACIAL_FEATURES,Exaggeration of facial features,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",exaggeration_of_facial_features,exaggeration_of_facial_features,no,,,"Shares evidence family 'facial_feature_style' with entries from existing_doar_rule, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Exaggeration of facial features') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",facial_feature_style,KEPT_DISTINCT
FAMILY_MARKER_15_FIGURES_AT_CORNER_OF_PAGE,Figures at corner of page,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (Ambivalent-marker system)",figures_at_corner_of_page,figures_at_corner_of_page,no,,,"Shares evidence family 'spatial_placement' with entries from existing_doar_rule, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Figures at corner of page') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",spatial_placement,KEPT_DISTINCT
FAMILY_MARKER_16_LACK_OF_BACKGROUND_DETAIL,Lack of background detail,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (General insecurity marker)",lack_of_background_detail,lack_of_background_detail,no,,,"Shares evidence family 'detail_fixation' with entries from existing_doar_rule, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Lack of background detail') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",detail_fixation,KEPT_DISTINCT
FAMILY_MARKER_17_FIGURES_NOT_GROUNDED___FLOATING,Figures not grounded / floating,family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (General insecurity marker)",figures_not_grounded_floating,figures_not_grounded_floating,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, feats_formal_element_scale, htp_2023_meta_analysis, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Figures not grounded / floating') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
FAMILY_MARKER_18_INCOMPLETE_FIGURES,Person: incomplete (part unspecified),family_drawing_2022_marker,"Pace, Muzi & Vizzino (2022) Front. Psychol. 13:980129; Pace et al. (2022) Attach. Hum. Dev. 24(4) (General insecurity marker)",incomplete_person_generic,incomplete_person_generic,yes,HTP_37_PERSON_INCOMPLETE_PERSON,"Same measurable concept ('Person: incomplete (part unspecified)') as HTP_37_PERSON_INCOMPLETE_PERSON -- merged under evidence family 'missing_body_part' because both describe the identical observable, not merely a similar interpretation.",,missing_body_part,MERGED
